temperature,humidity,co2,fan_status
23.1,64.9,720.0,OFF
16.0,63.7,646.0,OFF
16.8,64.8,808.0,OFF
29.3,63.9,349.0,ON
28.4,43.3,385.0,ON
25.3,34.2,519.0,OFF
29.7,48.3,691.0,ON
17.9,65.7,1030.0,ON
25.9,60.8,373.0,OFF
21.4,62.6,-50.0,OFF
27.9,55.7,664.0,OFF
25.0,70.5,778.0,ON
21.0,46.5,503.0,OFF
18.4,51.4,811.0,OFF
18.7,,578.0,ON
15.7,56.5,693.0,OFF
21.2,71.3,509.0,ON
25.6,42.0,996.0,OFF
25.7,37.9,713.0,OFF
22.6,46.4,933.0,OFF
17.7,65.5,1125.0,ON
25.3,71.3,320.0,ON
24.4,50.1,450.0,OFF
15.1,44.0,509.0,OFF
26.6,60.9,881.0,OFF
28.1,61.6,700.0,ON
20.0,56.3,901.0,OFF
24.0,76.4,5000.0,ON
22.7,44.9,653.0,OFF
16.5,,320.0,OFF
21.6,,617.0,OFF
22.4,47.4,545.0,OFF
22.5,48.4,642.0,OFF
23.5,55.9,683.0,OFF
26.8,53.0,677.0,OFF
31.9,66.5,320.0,ON
18.6,30.1,,OFF
24.6,71.6,5000.0,ON
25.2,47.3,804.0,OFF
20.1,38.1,544.0,OFF
26.7,56.0,716.0,OFF
17.7,,534.0,OFF
,40.0,603.0,OFF
36.2,36.4,596.0,ON
14.9,55.1,320.0,OFF
85.0,40.3,822.0,OFF
22.2,60.3,656.0,OFF
27.8,58.4,827.0,OFF
15.3,150.0,508.0,ON
25.1,30.8,473.0,OFF
32.0,28.5,769.0,ON
27.1,72.6,631.0,ON
13.4,70.8,390.0,ON
25.5,49.9,320.0,OFF
-999.0,61.3,757.0,ON
22.3,50.1,353.0,OFF
20.8,50.3,678.0,OFF
20.3,63.0,927.0,OFF
30.4,62.8,535.0,ON
27.3,75.5,722.0,ON
22.2,50.4,582.0,OFF
29.4,61.9,840.0,ON
20.4,33.6,846.0,OFF
18.2,77.8,579.0,ON
24.1,42.9,631.0,OFF
28.6,51.3,320.0,ON
,53.3,430.0,OFF
26.4,55.0,715.0,OFF
,39.8,702.0,OFF
22.0,15.0,734.0,OFF
24.6,31.9,557.0,OFF
19.6,81.0,320.0,ON
24.0,37.0,326.0,OFF
29.1,59.9,1139.0,ON
19.9,35.6,581.0,OFF
28.7,55.3,470.0,ON
20.6,48.7,892.0,OFF
22.1,51.9,507.0,OFF
29.4,36.0,861.0,ON
31.8,,455.0,ON
21.6,61.9,481.0,OFF
18.6,52.7,925.0,OFF
22.7,68.1,799.0,OFF
25.5,59.6,800.0,OFF
21.2,84.4,927.0,ON
22.3,62.9,320.0,OFF
22.8,32.4,627.0,OFF
22.5,50.8,320.0,OFF
26.9,74.5,526.0,ON
23.8,59.8,835.0,OFF
25.7,75.7,750.0,ON
21.3,56.2,510.0,OFF
19.9,52.3,624.0,OFF
,59.9,736.0,OFF
18.8,61.3,939.0,OFF
34.3,67.5,491.0,ON
20.0,69.8,825.0,OFF
21.4,51.1,449.0,OFF
18.9,46.2,527.0,OFF
18.3,37.8,691.0,OFF
23.5,43.7,492.0,OFF
32.4,56.0,612.0,ON
24.5,64.0,572.0,OFF
16.9,35.9,875.0,OFF
23.7,23.2,683.0,OFF
30.1,39.6,740.0,ON
27.6,65.5,720.0,OFF
25.2,62.0,845.0,OFF
21.7,36.6,320.0,OFF
28.2,150.0,676.0,ON
23.6,33.0,741.0,OFF
27.9,,866.0,OFF
29.9,33.0,481.0,ON
26.7,52.3,692.0,OFF
22.0,33.1,402.0,OFF
23.7,71.0,560.0,ON
27.5,57.2,399.0,OFF
12.8,46.1,496.0,OFF
31.0,66.3,841.0,ON
18.4,27.6,977.0,OFF
36.6,55.4,320.0,ON
15.7,46.3,413.0,OFF
32.9,59.6,519.0,ON
27.7,40.4,320.0,OFF
24.5,58.6,724.0,OFF
31.1,58.7,667.0,ON
21.1,61.9,513.0,OFF
,68.8,676.0,OFF
19.2,56.7,-50.0,OFF
23.1,55.8,704.0,OFF
17.3,95.0,526.0,ON
16.0,36.0,685.0,OFF
18.5,58.6,406.0,OFF
23.1,17.0,612.0,OFF
18.4,55.8,455.0,OFF
22.9,22.6,713.0,OFF
29.7,60.8,320.0,ON
27.6,60.6,653.0,OFF
17.0,90.2,320.0,ON
21.3,58.0,485.0,OFF
22.8,52.7,639.0,OFF
25.4,74.9,720.0,ON
21.2,36.4,320.0,OFF
21.4,180.0,893.0,OFF
25.7,46.8,855.0,OFF
27.3,63.2,573.0,OFF
22.0,53.7,539.0,OFF
26.2,71.9,434.0,ON
36.0,56.9,850.0,ON
24.1,60.0,1026.0,ON
31.4,75.7,753.0,ON
35.5,38.7,713.0,ON
34.1,38.1,552.0,ON
16.3,44.5,903.0,OFF
24.1,71.5,796.0,ON
20.3,66.6,783.0,OFF
30.1,33.4,722.0,ON
29.3,62.2,610.0,ON
20.6,39.9,325.0,OFF
29.0,56.5,723.0,ON
24.6,85.1,854.0,ON
32.6,48.1,1032.0,ON
18.8,46.5,320.0,OFF
27.3,47.3,320.0,OFF
25.2,86.8,672.0,ON
22.9,31.0,,OFF
30.3,31.4,960.0,ON
25.7,48.9,865.0,OFF
20.5,55.1,348.0,OFF
26.5,69.8,408.0,OFF
27.2,67.5,963.0,OFF
21.6,59.9,429.0,OFF
26.1,77.0,754.0,ON
29.6,65.8,881.0,ON
22.5,35.8,451.0,OFF
24.3,52.4,881.0,OFF
16.7,51.5,717.0,OFF
34.2,61.5,320.0,ON
27.2,57.3,694.0,OFF
24.3,68.2,844.0,OFF
25.9,43.0,320.0,OFF
13.2,56.2,719.0,OFF
28.3,33.2,1270.0,ON
29.6,67.3,696.0,ON
25.4,40.6,862.0,OFF
27.6,42.0,5000.0,OFF
26.1,,577.0,ON
27.6,46.5,842.0,OFF
23.5,41.4,581.0,OFF
17.5,60.4,635.0,OFF
17.7,49.6,643.0,OFF
30.1,54.9,1432.0,ON
28.8,31.8,-50.0,ON
22.1,45.6,711.0,OFF
18.8,39.7,524.0,OFF
25.4,45.9,847.0,OFF
15.1,41.4,535.0,OFF
26.8,45.7,401.0,OFF
29.6,55.5,504.0,ON
27.3,66.0,462.0,OFF
22.9,73.0,510.0,ON
26.6,42.6,493.0,OFF
25.6,61.9,550.0,OFF
24.9,55.3,320.0,OFF
35.8,60.1,320.0,ON
26.3,77.1,658.0,ON
24.4,63.0,453.0,OFF
28.4,38.4,843.0,ON
20.6,56.5,747.0,OFF
28.6,46.2,424.0,ON
26.4,80.3,697.0,ON
28.0,50.4,832.0,OFF
25.7,79.4,,ON
22.7,59.2,805.0,OFF
24.4,66.5,320.0,OFF
22.3,44.5,657.0,OFF
25.6,59.2,595.0,OFF
23.0,70.1,815.0,ON
28.8,72.2,413.0,ON
30.2,47.5,696.0,ON
,65.6,496.0,OFF
17.5,43.4,830.0,OFF
28.1,52.7,957.0,ON
18.3,53.9,846.0,OFF
25.8,34.2,320.0,OFF
24.3,58.6,320.0,OFF
23.7,75.2,833.0,ON
19.1,72.5,392.0,ON
27.1,59.8,573.0,OFF
19.5,53.9,667.0,OFF
26.1,41.3,705.0,OFF
28.8,42.5,672.0,ON
27.1,71.6,521.0,ON
22.0,95.0,354.0,ON
27.9,49.8,977.0,OFF
31.1,52.4,864.0,ON
19.5,47.3,650.0,OFF
29.9,44.3,780.0,ON
27.2,59.9,696.0,OFF
16.2,76.3,706.0,ON
,45.7,803.0,OFF
23.8,80.2,939.0,ON
23.1,74.6,583.0,ON
25.0,49.3,495.0,OFF
24.8,56.6,861.0,OFF
20.9,40.5,486.0,OFF
19.9,59.6,897.0,OFF
30.0,39.5,726.0,ON
32.4,52.7,814.0,ON
21.4,35.5,498.0,OFF
21.6,65.3,486.0,OFF
28.3,61.3,711.0,ON
18.4,81.4,742.0,ON
,55.2,390.0,OFF
31.2,87.5,645.0,ON
21.5,47.0,770.0,OFF
,43.1,778.0,OFF
22.1,69.3,833.0,OFF
25.2,55.0,716.0,OFF
23.2,54.2,708.0,OFF
20.1,65.8,,OFF
,73.0,511.0,ON
21.4,39.6,788.0,OFF
28.2,17.8,667.0,ON
30.4,70.1,320.0,ON
23.7,39.7,627.0,OFF
24.5,47.6,664.0,OFF
26.4,48.8,-500.0,OFF
26.8,46.7,351.0,OFF
26.9,28.8,581.0,OFF
26.1,49.6,474.0,OFF
26.6,65.9,858.0,OFF
19.6,75.2,875.0,ON
30.7,-12.0,727.0,ON
20.7,68.0,830.0,OFF
18.8,75.0,573.0,ON
24.8,51.3,712.0,OFF
28.0,62.5,1021.0,ON
17.2,33.7,720.0,OFF
24.6,45.7,694.0,OFF
24.6,42.4,738.0,OFF
21.1,45.2,580.0,OFF
-999.0,36.9,558.0,OFF
26.3,62.2,807.0,OFF
23.5,41.1,543.0,OFF
24.5,33.0,871.0,OFF
21.2,50.4,1027.0,ON
23.1,67.5,353.0,OFF
28.5,60.7,468.0,ON
23.1,63.3,320.0,OFF
29.1,64.3,595.0,ON
28.2,54.8,567.0,ON
26.4,61.1,825.0,OFF
14.7,59.4,414.0,OFF
23.4,32.0,-500.0,OFF
14.0,40.4,746.0,OFF
19.7,77.3,925.0,ON
24.1,48.2,515.0,OFF
31.0,67.5,903.0,ON
24.4,40.3,595.0,OFF
16.1,41.1,916.0,OFF
26.4,56.5,1058.0,ON
31.8,47.4,512.0,ON
20.7,55.2,604.0,OFF
19.0,34.5,320.0,OFF
36.0,72.2,839.0,ON
23.3,68.5,701.0,OFF
24.0,85.5,905.0,ON
26.5,69.2,860.0,OFF
21.5,50.2,833.0,OFF
23.3,79.3,429.0,ON
23.2,47.0,839.0,OFF
23.4,44.5,500.0,OFF
21.9,65.2,711.0,OFF
25.2,26.1,706.0,OFF
16.9,60.7,713.0,OFF
20.6,42.9,490.0,OFF
20.3,48.2,491.0,OFF
30.4,82.7,493.0,ON
23.9,93.3,985.0,ON
36.9,54.6,650.0,ON
26.4,67.9,675.0,OFF
26.2,56.1,557.0,OFF
19.1,68.1,947.0,OFF
29.0,73.7,451.0,ON
27.9,60.6,416.0,OFF
25.3,77.4,503.0,ON
30.1,52.5,617.0,ON
27.2,63.9,492.0,OFF
17.7,60.6,609.0,OFF
24.3,44.3,626.0,OFF
22.0,61.8,447.0,OFF
22.4,42.7,548.0,OFF
26.0,50.0,789.0,OFF
25.9,73.3,701.0,ON
28.8,48.2,559.0,ON
,78.8,945.0,ON
22.9,53.0,356.0,OFF
24.1,55.9,944.0,OFF
31.4,80.2,404.0,ON
26.9,57.3,490.0,OFF
20.6,52.8,639.0,OFF
26.4,44.5,324.0,OFF
24.0,50.0,800.0,OFF
23.3,94.3,483.0,ON
-55.0,71.1,320.0,ON
24.8,30.9,1036.0,ON
30.5,72.1,611.0,ON
9.0,50.9,875.0,OFF
28.1,57.1,320.0,ON
26.9,67.5,521.0,OFF
22.3,52.1,575.0,OFF
25.2,46.8,1049.0,ON
25.1,28.6,738.0,OFF
16.9,59.1,726.0,OFF
25.7,46.7,532.0,OFF
22.4,45.7,1056.0,ON
25.9,30.9,989.0,OFF
25.0,63.7,418.0,OFF
14.6,49.9,550.0,OFF
24.1,95.0,387.0,ON
27.9,37.8,320.0,OFF
29.0,43.4,563.0,ON
16.5,67.6,447.0,OFF
26.3,35.0,574.0,OFF
24.7,49.4,687.0,OFF
25.1,62.7,786.0,OFF
24.1,65.4,427.0,OFF
28.0,59.5,412.0,OFF
34.9,37.1,391.0,ON
27.1,60.9,363.0,OFF
28.2,44.8,913.0,ON
20.3,69.2,703.0,OFF
24.6,68.2,764.0,OFF
3.4,92.1,1764.0,ON
21.7,59.7,795.0,OFF
14.2,60.8,703.0,OFF
25.7,57.3,709.0,OFF
22.9,63.8,578.0,OFF
18.5,47.5,351.0,OFF
18.6,50.1,549.0,OFF
14.1,82.8,385.0,ON
15.2,29.1,859.0,OFF
33.0,52.6,418.0,ON
23.3,79.9,886.0,ON
23.5,63.0,916.0,OFF
18.6,,374.0,OFF
34.4,54.0,846.0,ON
30.0,72.1,410.0,ON
18.5,25.0,347.0,OFF
22.8,61.6,702.0,OFF
26.7,38.1,842.0,OFF
19.6,38.3,578.0,OFF
21.6,63.3,957.0,OFF
19.9,72.6,740.0,ON
25.8,57.8,417.0,OFF
14.8,38.6,874.0,OFF
20.0,43.3,584.0,OFF
21.7,59.8,320.0,OFF
28.1,35.0,1002.0,ON
21.7,56.0,430.0,OFF
32.1,62.7,914.0,ON
31.1,33.4,627.0,ON
25.2,57.8,333.0,OFF
27.9,54.8,695.0,OFF
25.8,,792.0,OFF
28.9,65.6,770.0,ON
27.7,50.9,808.0,OFF
17.3,53.7,542.0,OFF
26.0,41.4,687.0,OFF
27.7,54.5,360.0,OFF
25.4,49.2,458.0,OFF
22.8,60.9,532.0,OFF
-999.0,84.1,572.0,ON
23.9,79.7,506.0,ON
36.6,56.0,870.0,ON
24.0,65.7,320.0,OFF
25.2,51.2,962.0,OFF
85.0,69.9,600.0,OFF
33.9,42.9,527.0,ON
13.1,57.8,893.0,OFF
22.5,41.5,682.0,OFF
21.8,44.4,496.0,OFF
19.1,81.0,695.0,ON
22.3,61.8,320.0,OFF
25.2,56.8,804.0,OFF
23.0,42.5,628.0,OFF
18.4,94.1,901.0,ON
19.9,28.9,576.0,OFF
24.2,43.2,763.0,OFF
19.1,80.8,910.0,ON
27.7,67.8,681.0,OFF
27.1,40.0,320.0,OFF
36.9,17.4,938.0,ON
23.7,34.5,625.0,OFF
22.4,50.9,837.0,OFF
23.5,52.0,795.0,OFF
27.1,72.2,671.0,ON
28.0,49.5,619.0,OFF
21.6,32.3,820.0,OFF
29.1,67.7,542.0,ON
25.9,51.9,703.0,OFF
27.0,67.8,752.0,OFF
16.9,48.7,764.0,OFF
21.9,50.7,460.0,OFF
20.4,41.7,552.0,OFF
21.4,44.6,698.0,OFF
21.3,38.5,1011.0,ON
18.9,49.1,793.0,OFF
21.9,54.8,330.0,OFF
9.8,80.9,320.0,ON
22.9,81.7,442.0,ON
20.9,,916.0,OFF
23.8,46.1,320.0,OFF
28.9,62.1,817.0,ON
24.9,,998.0,OFF
27.8,61.3,320.0,OFF
10.7,45.6,722.0,OFF
32.4,51.0,668.0,ON
18.7,45.2,853.0,OFF
19.0,52.6,320.0,OFF
26.0,66.0,640.0,OFF
25.4,,641.0,OFF
17.8,41.9,522.0,OFF
28.9,48.8,,ON
10.5,36.0,719.0,OFF
26.5,33.3,583.0,OFF
17.1,39.1,1027.0,ON
,68.8,882.0,OFF
31.2,84.9,,ON
29.3,56.5,566.0,ON
18.0,45.0,901.0,OFF
34.0,46.1,1176.0,ON
22.3,58.6,668.0,OFF
24.1,27.8,784.0,OFF
28.7,86.6,722.0,ON
,41.0,1021.0,ON
22.1,79.0,736.0,ON
21.5,54.9,618.0,OFF
26.8,53.3,806.0,OFF
21.5,49.5,649.0,OFF
18.3,49.0,679.0,OFF
21.5,50.1,618.0,OFF
22.4,70.5,655.0,ON
22.2,57.7,881.0,OFF
20.2,52.8,749.0,OFF
25.9,43.4,471.0,OFF
24.0,65.7,320.0,OFF
32.5,49.4,424.0,ON
22.3,68.8,744.0,OFF
15.6,61.4,320.0,OFF
24.2,,695.0,OFF
20.5,66.9,628.0,OFF
26.1,57.2,847.0,OFF
21.8,51.4,702.0,OFF
18.4,65.7,764.0,OFF
32.4,71.0,867.0,ON
32.5,50.3,903.0,ON
26.1,51.8,320.0,OFF
30.5,40.1,803.0,ON
25.1,52.4,487.0,OFF
28.4,46.9,320.0,ON
25.6,59.2,324.0,OFF
24.5,51.7,413.0,OFF
28.2,31.9,640.0,ON
29.4,68.9,897.0,ON
31.5,50.2,596.0,ON
23.1,53.5,806.0,OFF
24.3,42.8,638.0,OFF
23.7,52.5,815.0,OFF
21.9,45.9,320.0,OFF
18.1,46.5,769.0,OFF
29.5,61.1,1170.0,ON
17.4,61.4,996.0,OFF
20.2,71.7,320.0,ON
16.9,55.1,1024.0,ON
20.7,52.2,320.0,OFF
,87.9,861.0,ON
26.2,34.2,500.0,OFF
33.0,58.4,320.0,ON
23.7,36.7,884.0,OFF
11.5,51.1,320.0,OFF
23.7,36.2,-500.0,ON
,67.1,824.0,OFF
29.8,41.4,577.0,ON
26.6,50.3,880.0,OFF
19.0,45.8,709.0,OFF
14.0,74.2,1018.0,ON
20.3,41.1,810.0,OFF
20.8,41.1,,OFF
29.5,46.2,814.0,ON
19.6,52.1,594.0,OFF
24.7,29.1,320.0,OFF
24.9,52.4,465.0,OFF
31.3,69.6,570.0,ON
25.8,38.1,579.0,OFF
25.2,53.3,392.0,OFF
23.5,54.7,860.0,OFF
22.2,45.6,320.0,OFF
24.4,52.5,843.0,OFF
19.7,37.0,,OFF
27.1,46.2,523.0,OFF
30.4,57.4,320.0,ON
11.0,55.5,420.0,OFF
17.9,44.9,455.0,OFF
21.9,67.3,370.0,OFF
17.4,52.6,971.0,OFF
15.6,25.4,982.0,OFF
23.0,75.1,320.0,ON
21.2,77.4,662.0,ON
24.1,58.3,651.0,OFF
26.0,23.9,712.0,OFF
21.3,70.9,767.0,ON
,74.8,847.0,ON
23.7,,811.0,OFF
19.2,71.6,1027.0,ON
24.7,46.8,934.0,OFF
24.8,46.1,,OFF
29.7,76.1,589.0,ON
26.1,55.1,638.0,OFF
24.0,70.2,540.0,ON
25.0,,423.0,OFF
23.2,73.1,995.0,ON
23.7,59.3,714.0,OFF
22.8,56.4,762.0,OFF
30.9,35.2,320.0,ON
26.8,58.6,785.0,OFF
22.4,53.1,800.0,OFF
20.3,72.7,700.0,ON
22.2,42.6,746.0,OFF
14.0,75.0,780.0,ON
25.5,50.7,500.0,OFF
18.8,60.5,1050.0,ON
26.6,56.1,711.0,OFF
22.6,51.1,638.0,OFF
14.3,50.6,488.0,OFF
26.8,54.4,641.0,OFF
20.3,43.4,1007.0,ON
19.8,75.3,891.0,ON
19.7,53.2,-50.0,OFF
19.6,79.1,586.0,ON
28.3,81.5,320.0,ON
20.9,41.4,715.0,OFF
26.3,62.4,995.0,OFF
19.3,61.7,668.0,OFF
29.6,61.5,,ON
23.0,29.0,507.0,OFF
23.2,54.9,930.0,OFF
35.4,53.1,905.0,ON
25.1,42.8,820.0,OFF
11.3,80.9,758.0,ON
23.7,65.9,673.0,OFF
31.7,33.0,738.0,ON
26.0,46.8,524.0,OFF
26.7,56.9,1015.0,ON
1.4,91.0,1823.0,OFF
26.3,51.3,684.0,OFF
30.9,63.0,,ON
31.1,60.2,740.0,ON
29.4,69.5,805.0,ON
16.7,52.1,574.0,OFF
28.3,73.8,375.0,ON
25.7,30.8,775.0,OFF
15.7,63.6,698.0,OFF
22.1,83.0,696.0,ON
25.0,150.0,700.0,OFF
23.6,46.5,320.0,OFF
14.5,,928.0,ON
,34.4,926.0,OFF
24.9,35.4,991.0,OFF
16.7,54.2,561.0,OFF
33.3,39.3,600.0,ON
20.6,65.8,994.0,OFF
28.1,56.6,451.0,ON
20.2,58.5,773.0,OFF
27.6,75.7,628.0,ON
22.7,49.4,461.0,OFF
17.0,40.3,529.0,OFF
22.7,63.5,570.0,OFF
21.3,62.1,729.0,OFF
21.6,58.5,342.0,OFF
13.9,31.5,746.0,OFF
28.4,63.6,529.0,ON
14.1,85.0,,ON
24.5,16.5,499.0,OFF
24.0,26.3,,OFF
27.4,81.7,534.0,ON
32.0,60.6,658.0,ON
23.4,48.3,12430.0,OFF
31.4,40.0,1066.0,ON
19.8,34.1,550.0,OFF
22.7,62.5,568.0,OFF
25.8,31.8,757.0,OFF
12.5,67.7,671.0,OFF
12.1,44.6,1053.0,ON
29.7,54.8,937.0,ON
27.2,48.1,659.0,OFF
24.5,22.3,320.0,OFF
18.1,70.4,320.0,ON
19.5,59.8,683.0,OFF
26.3,52.5,518.0,OFF
30.9,39.6,574.0,ON
13.5,49.3,428.0,OFF
24.5,33.8,563.0,OFF
23.1,43.1,413.0,OFF
29.6,46.2,486.0,ON
25.8,32.9,641.0,OFF
28.9,64.9,328.0,ON
21.5,42.1,,OFF
16.4,45.3,320.0,OFF
23.5,76.7,572.0,ON
17.9,52.9,-500.0,OFF
20.6,60.1,779.0,OFF
24.8,42.4,331.0,OFF
19.2,60.5,495.0,OFF
23.9,63.1,875.0,OFF
26.4,36.5,515.0,OFF
29.3,57.7,364.0,ON
21.6,57.4,714.0,OFF
26.8,61.9,710.0,OFF
32.1,75.2,892.0,ON
18.7,57.2,766.0,OFF
33.1,63.6,830.0,ON
23.5,54.4,1068.0,ON
27.9,63.1,517.0,OFF
30.3,64.1,772.0,ON
29.6,48.7,944.0,ON
27.4,80.9,561.0,ON
26.6,64.5,819.0,OFF
18.9,75.1,806.0,ON
25.1,64.1,903.0,OFF
13.3,57.9,700.0,OFF
19.5,46.3,524.0,OFF
24.5,55.6,531.0,OFF
30.6,71.4,709.0,ON
25.8,52.7,524.0,OFF
25.6,77.0,830.0,ON
28.2,49.4,839.0,ON
19.1,45.4,1077.0,ON
31.8,53.9,476.0,ON
21.4,83.6,729.0,ON
33.8,65.4,637.0,ON
20.4,35.3,615.0,OFF
22.0,51.5,882.0,OFF
18.6,62.1,477.0,OFF
20.2,58.9,729.0,OFF
24.6,88.5,809.0,ON
21.9,49.6,587.0,OFF
26.7,67.0,901.0,OFF
13.9,54.7,806.0,OFF
25.5,38.8,596.0,OFF
17.6,55.9,492.0,OFF
27.9,45.2,788.0,OFF
22.3,44.0,627.0,OFF
26.2,45.6,858.0,OFF
26.5,73.2,532.0,ON
21.2,55.2,498.0,OFF
15.8,58.7,712.0,OFF
28.6,92.1,554.0,ON
28.5,49.9,782.0,ON
28.9,33.6,639.0,ON
20.7,,463.0,OFF
24.2,52.3,965.0,OFF
28.8,68.4,610.0,ON
24.4,83.9,893.0,ON
13.9,44.3,668.0,OFF
24.5,58.7,-50.0,OFF
26.8,,320.0,OFF
14.2,60.9,708.0,OFF
18.8,51.5,320.0,OFF
26.4,999.0,573.0,OFF
19.4,60.4,428.0,OFF
20.2,51.0,730.0,OFF
32.0,84.5,577.0,ON
22.2,54.7,714.0,OFF
22.6,60.9,595.0,OFF
19.0,34.4,770.0,OFF
30.6,57.5,765.0,ON
27.7,34.2,523.0,OFF
27.2,51.8,762.0,OFF
29.8,50.7,825.0,ON
21.8,66.4,683.0,OFF
21.4,56.5,964.0,OFF
27.6,67.2,1013.0,ON
25.1,63.0,498.0,OFF
27.4,45.4,712.0,OFF
19.8,,647.0,ON
29.7,68.7,576.0,ON
21.7,52.9,594.0,OFF
23.2,,320.0,OFF
25.7,55.0,597.0,OFF
30.8,56.8,1103.0,ON
32.1,62.1,320.0,ON
16.2,42.9,569.0,OFF
25.9,40.0,,OFF
24.5,53.2,641.0,OFF
30.3,82.0,739.0,ON
27.9,39.6,407.0,OFF
20.7,46.4,704.0,OFF
16.7,62.1,794.0,OFF
22.1,93.1,523.0,ON
26.7,72.1,813.0,ON
21.8,61.9,573.0,OFF
34.0,49.8,542.0,ON
20.2,51.7,662.0,OFF
21.5,52.0,747.0,OFF
23.0,,695.0,OFF
21.0,45.5,865.0,OFF
22.9,,320.0,OFF
12.2,47.0,1137.0,ON
25.9,57.5,708.0,OFF
29.6,32.9,635.0,ON
27.0,76.6,898.0,ON
9.9,33.2,9999.0,OFF
20.7,37.8,857.0,OFF
29.4,69.4,651.0,ON
24.3,67.0,535.0,OFF
26.7,52.3,852.0,OFF
25.4,33.2,436.0,OFF
25.8,62.9,572.0,OFF
19.5,49.2,505.0,OFF
21.2,50.4,558.0,OFF
18.1,79.6,767.0,ON
17.2,56.9,417.0,OFF
18.8,57.9,320.0,OFF
24.8,57.6,386.0,OFF
15.4,45.4,915.0,OFF
31.9,49.8,906.0,ON
28.3,75.0,916.0,ON
27.1,40.2,637.0,OFF
26.6,54.7,557.0,OFF
17.4,,480.0,ON
21.2,28.2,362.0,OFF
18.6,43.8,649.0,OFF
28.2,63.8,535.0,ON
20.8,58.1,1193.0,ON
27.6,75.6,527.0,ON
18.1,68.6,363.0,OFF
26.0,36.3,396.0,OFF
23.5,65.5,988.0,OFF
20.4,72.5,863.0,ON
27.1,72.5,973.0,ON
23.5,79.4,803.0,ON
27.8,64.6,660.0,OFF
20.9,67.3,836.0,OFF
26.1,69.1,764.0,OFF
31.1,55.8,694.0,ON
20.4,56.4,558.0,OFF
27.4,50.3,984.0,OFF
28.1,64.3,679.0,ON
15.7,53.1,698.0,OFF
23.4,74.6,413.0,ON
27.0,41.7,320.0,OFF
15.0,61.3,475.0,OFF
18.1,73.8,496.0,ON
23.2,41.5,365.0,OFF
17.7,57.7,739.0,OFF
32.5,56.3,556.0,ON
27.9,52.1,369.0,OFF
250.0,72.5,320.0,ON
24.7,64.5,320.0,OFF
,31.8,607.0,ON
25.2,34.3,971.0,OFF
20.7,50.5,373.0,OFF
30.9,,768.0,ON
18.3,43.6,903.0,OFF
16.7,50.4,667.0,OFF
28.6,64.9,526.0,ON
20.7,62.1,712.0,OFF
20.0,79.9,320.0,ON
12.8,40.6,647.0,OFF
21.8,68.8,778.0,OFF
17.2,60.3,560.0,OFF
18.4,24.6,555.0,OFF
25.1,82.9,704.0,ON
22.8,85.2,662.0,ON
24.3,51.4,724.0,OFF
25.0,15.7,907.0,OFF
30.6,53.8,320.0,ON
23.3,999.0,668.0,OFF
21.2,61.3,1229.0,ON
25.7,69.6,564.0,OFF
23.7,56.3,607.0,OFF
19.2,64.1,,OFF
15.5,40.5,801.0,OFF
20.0,55.8,544.0,OFF
24.0,50.5,712.0,OFF
24.2,42.6,423.0,OFF
19.2,37.0,752.0,OFF
19.7,75.8,910.0,ON
21.8,58.1,1075.0,ON
25.2,40.6,988.0,OFF
31.3,15.0,563.0,ON
22.0,35.3,630.0,OFF
16.5,42.4,766.0,OFF
19.0,45.0,320.0,OFF
26.6,74.4,320.0,ON
19.2,38.5,391.0,OFF
23.7,69.9,858.0,OFF
19.9,31.0,,OFF
27.6,43.1,391.0,OFF
25.4,36.5,772.0,OFF
16.4,79.0,661.0,ON
32.4,31.5,343.0,ON
24.9,53.0,698.0,OFF
23.5,69.3,539.0,OFF
,41.5,1096.0,ON
17.0,83.1,694.0,ON
28.1,22.1,947.0,ON
22.9,66.8,983.0,OFF
21.9,59.0,581.0,OFF
-999.0,51.4,889.0,OFF
20.6,47.6,1036.0,ON
20.3,37.7,,OFF
31.4,49.0,790.0,ON
,61.1,583.0,ON
-55.0,47.4,523.0,OFF
24.2,53.5,586.0,OFF
27.5,49.7,665.0,OFF
30.9,33.4,616.0,ON
25.5,63.4,662.0,OFF
21.2,53.5,593.0,OFF
28.0,57.4,779.0,OFF
23.1,71.9,488.0,ON
25.9,74.8,990.0,ON
18.3,,320.0,OFF
17.5,70.0,477.0,OFF
24.9,73.3,832.0,ON
20.5,85.3,676.0,ON
27.7,33.3,816.0,OFF
23.5,44.9,758.0,OFF
25.0,39.8,,OFF
20.8,150.0,558.0,OFF
,56.2,791.0,OFF
29.6,61.3,459.0,ON
31.8,57.2,598.0,ON
16.1,82.7,812.0,ON
19.7,31.5,362.0,OFF
26.3,42.0,564.0,OFF
26.8,32.3,697.0,OFF
32.0,85.3,12430.0,ON
15.3,19.3,899.0,OFF
30.4,73.1,639.0,ON
24.6,33.2,,OFF
,43.0,320.0,OFF
15.3,42.0,591.0,OFF
28.6,45.1,606.0,ON
22.0,44.6,614.0,OFF
20.0,78.4,632.0,ON
27.6,68.6,383.0,OFF
20.9,53.2,320.0,OFF
31.3,,622.0,ON
24.2,30.9,707.0,OFF
26.5,57.2,351.0,OFF
20.6,57.1,606.0,OFF
27.0,28.1,651.0,OFF
26.5,57.2,816.0,OFF
17.4,52.6,605.0,OFF
30.3,59.2,933.0,ON
18.0,79.2,992.0,ON
27.1,50.3,585.0,OFF
24.4,54.9,878.0,OFF
