temperature,humidity,fan_status
28,52.2,ON
29.3,37.1,ON
19.5,52.7,OFF
17.2,44.5,OFF
15.8,15,OFF
22.7,180,ON
27,38.5,OFF
34.4,58.4,ON
21.3,36.5,OFF
13.5,43.6,OFF
18.3,35.1,OFF
18.9,52.4,ON
16.4,150,OFF
24.2,42.2,OFF
29.4,24.2,ON
25.2,69.6,OFF
17.4,72.8,ON
19.6,52.9,OFF
22.1,60.3,OFF
27.4,60.1,OFF
28.5,54.8,ON
18.9,95,ON
29.1,39.5,ON
26.1,45.3,ON
25.4,82,ON
26.5,51.6,OFF
23.4,61.3,OFF
18.5,53.5,OFF
22.3,79.2,ON
23.6,32.8,OFF
21.2,56.7,OFF
26.8,68.8,OFF
24.3,22.1,OFF
21.5,53.7,OFF
23.1,58.8,OFF
28,61.5,OFF
26.7,45.6,OFF
24,46.2,OFF
24,54.2,OFF
14.2,60.5,OFF
26.9,83.1,ON
31.1,71.4,ON
26.5,72.4,ON
27.5,39.4,OFF
24.3,51.5,OFF
24.5,60.4,OFF
26.1,65.3,OFF
27.4,55.7,OFF
24.6,22.3,OFF
15.1,74.7,ON
25.2,,ON
25.9,56.5,OFF
26.5,42.7,OFF
18.5,58.8,OFF
24.8,52.4,OFF
27.8,53.8,OFF
21.3,60.9,OFF
24.5,58.2,OFF
21.6,76,ON
30.7,53.4,ON
22.3,43.7,OFF
23.2,69.5,ON
27.6,36.3,OFF
25.8,47.4,OFF
24.5,38,OFF
28.1,30.3,ON
14.3,29.8,OFF
23.6,47.4,OFF
27.6,44.5,OFF
,58.9,ON
39.6,37.6,ON
25.4,62.4,OFF
25.3,71.3,ON
18.9,54.3,OFF
35,81.1,ON
23,82.6,ON
14.6,69,OFF
32.3,51,ON
28,54,OFF
24.8,90.1,ON
20.1,34.5,OFF
24.7,68.1,OFF
30.1,50.9,ON
32.7,46.8,ON
32.8,47.4,ON
23.1,55.7,OFF
18.1,53.1,OFF
26.5,76.4,ON
33,43.2,ON
23.7,61.8,OFF
29.2,58.9,ON
21.5,36.8,OFF
19.8,26.2,OFF
24,46.9,OFF
17.5,40.7,OFF
12.1,55.2,OFF
20.9,57.7,OFF
21.4,56.1,OFF
21.3,60.8,OFF
-999,42.9,OFF
20.1,,OFF
28,38.1,OFF
27.1,75.1,ON
26.4,94.2,ON
17.6,48,OFF
17.6,71.6,ON
14.4,51.7,OFF
25.7,27.8,OFF
18.3,60,OFF
26,40.7,OFF
26.8,95,ON
12.3,49.6,OFF
21.8,40.1,OFF
18.7,44.4,ON
26.2,64.3,OFF
25.8,23.6,OFF
16.8,52.8,OFF
20.5,47.5,OFF
19.4,62.3,OFF
33.9,150,ON
28.6,42.6,ON
22.5,42,OFF
21.2,49.4,OFF
20.5,24.9,ON
25.1,59.1,OFF
23,59.2,OFF
23.8,78.7,ON
22,76.3,ON
28.1,18.6,ON
33.7,61.2,ON
24.7,33.4,OFF
19.1,47.4,OFF
12.6,61.2,OFF
24.9,52.9,OFF
23.7,67.9,OFF
22.9,84.6,ON
22.7,63.9,OFF
32,28.7,ON
32.1,52.3,ON
35.2,68.1,ON
30.3,74.7,ON
25.1,41.4,OFF
25.8,80.5,ON
23.4,64.8,ON
16.9,55.8,OFF
26.3,52,OFF
26.4,33.4,OFF
22,54.1,OFF
21.7,52.5,OFF
22,60.2,OFF
27.5,65.7,OFF
25.7,50.2,OFF
26.8,55.7,OFF
22.4,28.9,OFF
22.7,56.5,OFF
25.1,58.7,OFF
17.1,45.3,OFF
22.4,54.8,OFF
-55,53.5,OFF
19.3,56.8,OFF
16.5,68.6,OFF
17.5,53.9,OFF
20.9,60,OFF
28.5,78.2,ON
25.8,57.2,OFF
22.3,70.7,ON
20.3,43.1,OFF
24.5,68.3,OFF
24.1,59.1,ON
34.4,37.8,ON
36.9,44.3,ON
17.4,61.1,OFF
18.8,73.4,ON
25.5,49.2,OFF
120,62.7,OFF
31.5,36.3,ON
26.1,94.9,ON
22.1,53.6,OFF
17.4,55.9,OFF
25.8,31.1,OFF
25.2,65.4,OFF
13.7,60.8,OFF
31.8,70.4,ON
20.1,50.3,OFF
26.5,30.8,OFF
22.6,76.6,ON
30.1,,ON
28.4,53,ON
23.1,83.5,ON
20.2,58.1,OFF
19.7,78.4,ON
24.9,63.8,OFF
26.7,63.6,OFF
19,52.1,OFF
24.1,48.3,OFF
23.8,38.4,OFF
23.6,52.3,OFF
28.8,62,ON
24.8,56,OFF
16.4,45.1,OFF
22.3,53.5,OFF
85,69.3,ON
23.8,74.9,ON
21.2,73.7,ON
24.8,72.9,ON
22.3,,OFF
27.1,84.8,ON
85,27.7,ON
17.5,56.5,OFF
27.8,44.1,OFF
8.6,75.5,ON
20.5,73.7,ON
24.9,62.5,OFF
31.9,57.7,ON
25.3,52.8,OFF
21.7,72.3,ON
23.7,46.5,OFF
25.3,51.6,ON
24.9,45.5,OFF
17.6,66.3,OFF
26.2,45.8,OFF
26.4,47.2,OFF
18.1,48.1,OFF
,55.4,OFF
20.7,32.5,OFF
,82.8,ON
28.3,41.9,ON
25.8,22,OFF
22.8,39.6,ON
30.5,50,ON
22.5,54.4,OFF
27.7,51.8,OFF
26.9,61.3,OFF
21.9,69.5,OFF
27.8,65.2,OFF
20.5,50.4,OFF
28.6,61.8,ON
22.4,39.6,OFF
29.5,40.6,ON
26.9,32.6,OFF
23.8,64.5,OFF
21.9,29.6,OFF
18,46.5,OFF
15.7,48,OFF
19.7,55.3,OFF
25.4,81,ON
24.7,44.3,OFF
23.1,65.6,ON
21.8,46.9,OFF
19.9,84.2,ON
23.7,19.9,OFF
25.8,80.9,ON
14.8,38.2,OFF
23.4,44.8,ON
25.6,60.8,OFF
30.9,53.7,ON
18.4,37.8,OFF
32.2,49.4,ON
22.4,40.9,ON
11.2,51.1,OFF
21.1,48.8,OFF
22.3,73.8,ON
13.5,82.6,ON
30.9,36.1,ON
25.9,59.9,OFF
25.4,999,ON
21,64.5,OFF
25.4,53.3,OFF
38.8,17.6,OFF
31.6,31.2,ON
21.5,57,OFF
25.5,65.7,OFF
22,68.1,OFF
18.3,37.3,ON
19.5,72.5,ON
27.2,37.6,OFF
23.1,61.8,OFF
26.4,999,OFF
24.5,87.3,ON
25.5,53.9,OFF
20.7,40.6,OFF
18,59.5,OFF
20.5,67.7,OFF
31.6,53.9,ON
23.6,33.5,OFF
24,45.8,OFF
16.3,51.2,OFF
23.3,73.9,ON
25,72.1,ON
25.1,49.6,OFF
25.4,-12,OFF
85,71.9,ON
30.2,51.7,ON
22.7,28.9,OFF
34,27.9,ON
21.3,,OFF
28.2,45.8,ON
28.2,80.2,ON
19.4,58.4,OFF
29,90.4,ON
28.4,68.3,ON
22.8,55.4,OFF
19,50.1,OFF
19.9,51.1,OFF
26.3,74.6,ON
15.8,54.6,OFF
27.4,48.1,OFF
20.4,44.4,OFF
22.5,63.8,OFF
30.2,64.3,ON
16.7,43.6,ON
32.7,51.6,ON
23.2,32.9,OFF
,54.5,OFF
24.4,48.9,OFF
20.3,55.7,OFF
28.8,74.2,ON
19.7,50.4,OFF
,19.2,ON
29.5,84.1,ON
19.9,63.7,OFF
18,57.5,OFF
28.2,70.1,ON
25.5,49.8,OFF
31,60.3,ON
29.9,67.5,ON
21.5,66.3,OFF
21.5,87.4,ON
18.1,45.7,OFF
26,85,ON
31.2,71.3,ON
24.8,52.9,OFF
22.1,37,OFF
16.3,64.1,OFF
23.1,79.4,ON
25.4,53.2,OFF
22.9,39.7,OFF
19.1,32,OFF
18.5,47.1,OFF
16.5,51.9,OFF
22.4,86.2,ON
18.1,53.4,OFF
32.7,41,ON
34.5,38.8,ON
27,46.2,OFF
18.9,72.5,ON
24.3,64.8,OFF
27.8,78.6,ON
18.3,74.2,ON
28,25.1,OFF
28.3,79.6,ON
18.7,59.1,OFF
22.3,63.2,OFF
29.8,41.8,ON
18.4,56.6,OFF
15.6,53.5,OFF
24.3,44.9,OFF
26.5,42.1,OFF
14,61.3,OFF
24.9,48.3,OFF
27.7,62.1,OFF
24.4,43.7,OFF
33.2,61.3,ON
19.1,26.4,OFF
25.3,55.4,OFF
16,55,OFF
18.4,43.5,OFF
18,55.6,ON
35.8,67.1,ON
19.5,,OFF
14.8,71.7,ON
18.9,62.5,OFF
27,34.4,OFF
24,53.9,OFF
27.3,72.9,ON
18,50.7,OFF
18,77.5,ON
20.7,68.7,OFF
25.2,50.1,OFF
17.6,56.4,OFF
27.5,42.9,OFF
21.3,42.8,OFF
27.1,,ON
26.1,44.3,OFF
28.7,51.8,ON
18.4,47.5,OFF
19.7,68.3,ON
21.6,39.9,OFF
36.7,70.4,ON
15.5,75.8,ON
20.2,40.5,OFF
24.8,58.3,OFF
36.8,51.3,ON
25.8,36.2,OFF
29.8,70.9,ON
22.3,43.6,OFF
24.7,51.2,OFF
22.1,73.8,ON
32.7,55.8,ON
29.2,71.4,ON
22.8,43.6,OFF
30.3,25,ON
18.6,54.2,ON
27.8,60.5,OFF
,47.1,OFF
17.1,72.9,ON
23,64.7,OFF
20.8,66.2,OFF
26.9,60,OFF
25,55.1,OFF
25.2,32.9,OFF
27.1,75.1,ON
18.6,70.2,ON
15.2,24,OFF
26.9,78.9,ON
25.5,69.6,OFF
19.8,45.5,OFF
26.2,51.9,OFF
21.7,42.5,OFF
11.7,88.2,ON
33.7,36.6,ON
34.5,72,ON
26.2,54.1,OFF
20.2,51.4,OFF
22.6,,OFF
22.2,49.8,OFF
17.5,60.8,OFF
21.2,57.8,OFF
18,64.2,OFF
19.3,49.8,OFF
11.8,64.7,OFF
23.5,42.7,OFF
23.2,33.7,OFF
23.7,58.7,OFF
20.9,65.6,OFF
25,65.4,OFF
23.2,53.8,OFF
29.2,69.5,ON
20,66,OFF
26,49.5,OFF
25.2,42.4,ON
20.9,36.2,OFF
26.1,57.9,OFF
23.9,85.3,ON
21.6,62.1,OFF
18.9,51.2,OFF
,85.1,ON
28.8,75.2,ON
32.2,60.3,ON
26.9,53.8,OFF
17.7,72.5,ON
20.9,55.1,OFF
24.1,72.3,ON
26.5,,OFF
17.3,150,ON
,74.1,ON
24.9,41.5,OFF
19.7,47.6,OFF
27.6,65.6,ON
15,999,ON
27.9,51.7,OFF
17.8,57.8,OFF
24.5,50.8,OFF
33.8,72.8,ON
21.8,62.6,OFF
26.2,71.4,ON
25.2,50.3,OFF
29.7,46.3,ON
17.9,72.6,ON
28.4,56.2,ON
22,63.9,OFF
26.9,77.4,ON
25.1,65.8,OFF
18.1,68.4,OFF
24.6,46.8,OFF
28.5,51.2,ON
19.1,64.4,OFF
25.1,51,OFF
31.6,77.3,ON
25.8,64,OFF
,64.6,OFF
20.8,87.5,ON
20.4,35.8,OFF
22.6,71,ON
10.5,26.1,OFF
28.9,28.3,ON
,37.7,OFF
18.6,43.3,OFF
20.9,79.7,ON
23.8,55.5,OFF
29.6,61.8,ON
,65.9,OFF
17.2,67.8,OFF
36.1,57.8,ON
19.6,80.6,ON
24.7,55.3,OFF
2.5,90.4,OFF
23.4,44.2,OFF
32.5,46.4,ON
21.9,61.6,ON
27.9,999,ON
29.3,41.1,ON
26.1,46.5,OFF
25.1,,OFF
36.5,63.3,ON
12,49.9,ON
31.4,61.8,ON
32.7,51.1,ON
33,38.6,ON
28.3,82.5,ON
20.3,66.4,OFF
13.8,40.7,OFF
32.4,71.5,ON
35.4,58.6,ON
19.3,72.9,ON
20.4,91.5,ON
27.2,47.1,OFF
15.2,39.6,OFF
34,52.5,ON
24.5,31.5,OFF
23.8,62.8,OFF
22,37,OFF
26.8,24,OFF
15.1,64,OFF
12.3,64.4,OFF
40,60.8,ON
26.7,48.8,OFF
29.1,42.7,ON
13.2,72.6,ON
22.1,55.9,OFF
27,39,OFF
19.1,40.5,OFF
14.6,73,ON
35.6,64.5,ON
25.2,64.7,OFF
28.9,42.1,ON
36.5,55.3,ON
12.1,46.2,OFF
32,69.9,ON
18.8,60.3,OFF
28.6,28.8,ON
29.6,80.4,ON
25.3,73,ON
21.1,999,OFF
25.2,62.6,OFF
19,53.5,OFF
25.2,84.4,ON
28.5,44.3,ON
20.7,74.4,ON
26.4,62,OFF
25.3,78.6,ON
26.9,47.7,OFF
21.5,51.1,OFF
,37.6,OFF
25.4,64.5,OFF
26.2,59.1,OFF
25.2,60.3,ON
17.3,59.1,OFF
17.9,35,OFF
27.7,78.8,ON
23.1,44.6,OFF
27.8,46.9,OFF
18.9,57.3,OFF
24.5,61.4,OFF
33.6,,ON
31.7,43.4,ON
18.1,54.7,OFF
27.9,44.1,OFF
32.3,49.4,ON
20.7,54,ON
,50.5,OFF
15.2,53.2,OFF
28.3,44.9,ON
18.2,83.7,ON
27.2,76.1,ON
22.9,58.7,ON
16,38.4,OFF
23.8,-12,ON
33.3,,ON
10.9,49.2,OFF
27.2,43.1,OFF
23.1,66.8,OFF
19.7,33,OFF
17.8,,OFF
22.4,76,ON
22.7,65.4,OFF
24.9,35.5,OFF
16.7,60,OFF
29.8,66.2,ON
25.1,75.2,ON
22.9,63.3,OFF
22,23.4,OFF
16.5,58.7,OFF
31.7,65.1,ON
26.3,65.1,OFF
33.3,56.2,ON
27.6,64,OFF
21.5,52.1,OFF
34,41.6,ON
27.7,37.2,OFF
29.2,49.1,ON
25.6,48.8,OFF
-55,53.8,OFF
26.9,62.2,OFF
23.5,57.2,ON
26.1,53.6,OFF
27.3,71.1,ON
25.3,63.3,OFF
20.5,85.8,ON
23,74.2,ON
24.9,,OFF
29.2,52.1,ON
30.6,43.7,ON
17.7,47.8,OFF
23.2,54.6,OFF
39.9,50.1,ON
26.3,57.3,OFF
18.8,64.7,OFF
23,56.4,OFF
36.7,57.2,ON
18.9,58.1,OFF
26,60.6,OFF
40,35,ON
26.2,40.1,OFF
29.3,35.6,ON
20.1,25.3,OFF
18.1,34.5,OFF
17.5,44.5,OFF
31,34.7,ON
28.5,62,ON
37,69.5,ON
19.5,69.3,OFF
25.3,63,OFF
13.2,34.9,OFF
31.1,73.5,ON
25.1,49.4,ON
19.1,58.6,OFF
26.8,46.1,OFF
17,51.8,OFF
26.1,61.6,OFF
15.7,40.7,OFF
24.5,59.2,OFF
17,43.9,OFF
30.8,65.2,ON
22.7,74.2,ON
19.9,50.9,OFF
20.7,55,OFF
20.7,51.3,OFF
22.7,74.2,ON
25.2,52.4,OFF
25.3,70.7,ON
,69.9,ON
25.5,55.8,OFF
24.6,65.4,OFF
17.8,44,OFF
17.6,59.2,OFF
24.1,46.1,ON
30.2,57.2,ON
24.6,55.6,OFF
27.1,,OFF
25.9,73.5,ON
24.1,33.5,OFF
25.3,42.9,OFF
22.7,47.1,OFF
22.5,34.6,OFF
23.8,51.1,OFF
21.8,41,OFF
27.7,30.3,OFF
12.9,69.9,OFF
26.1,37.2,OFF
24.1,61.3,OFF
28.3,56,ON
27.3,37.2,OFF
34.2,66.9,ON
23.1,47.6,OFF
15.2,34.4,OFF
29.2,55.9,ON
23.9,16.6,OFF
22.1,999,OFF
30.6,35.7,ON
21.6,56.7,OFF
24.3,57.8,OFF
10.2,40.5,OFF
25.4,43.7,OFF
26.9,57.6,OFF
15.9,57.7,OFF
23.4,65.8,OFF
23.4,54,ON
23.5,,OFF
22.6,56.4,OFF
32.5,67.3,ON
,63.3,ON
22.7,32,OFF
26.9,72.1,ON
27.9,54.5,OFF
28.1,41,ON
23.8,62.3,OFF
26,63.8,OFF
24.6,54.4,OFF
17.6,56.1,OFF
20.2,37.2,OFF
20.4,72.7,ON
21.7,20,OFF
23.2,60.8,OFF
18.6,88.4,ON
26.8,43.3,OFF
22.3,-40,ON
29,54.6,ON
23.2,60.1,OFF
23.8,48.4,OFF
19.7,44.4,OFF
25.3,48.4,OFF
26.4,64.7,OFF
19.4,75.7,ON
22.2,95,ON
27.4,52,OFF
,34.6,OFF
28.4,55.8,ON
25.9,68.5,OFF
30.4,78.2,ON
27.6,31.9,OFF
39.4,18.9,ON
19.9,70.8,ON
21.2,75.8,ON
20,59.9,OFF
,45.4,OFF
27.4,60.4,OFF
18.3,71.4,ON
14.7,63.9,OFF
16.3,77.1,ON
21.6,64.6,OFF
17,58.1,OFF
16,52.2,ON
17.7,31.9,OFF
28.7,60,ON
22.3,25.7,OFF
19.6,46.6,OFF
21.1,54.6,OFF
21.3,19.7,OFF
24.9,61.2,OFF
26.6,56.2,OFF
34.8,59,ON
21.5,66.7,OFF
34.6,54.6,ON
22.7,50.2,OFF
26.2,66,OFF
24,55,OFF
22.8,45.8,OFF
27.1,21.8,OFF
29.4,60.1,ON
10.6,46.2,OFF
22.8,66.7,OFF
25.9,45.1,ON
23.5,51.9,OFF
24.6,49.7,OFF
31.4,53.1,ON
17.8,73.3,ON
18.5,76.3,ON
39.1,95,ON
16,43.7,OFF
,16.6,OFF
25.8,46.5,OFF
18.4,74.5,ON
26.7,33.2,OFF
26.3,55.3,OFF
28.7,70.7,ON
25.8,46.5,OFF
-55,60.6,OFF
24.6,47.5,OFF
24.4,68.1,OFF
29.9,41.8,ON
26.4,39.5,OFF
27.1,53.8,OFF
29.3,36.6,ON
21.4,53.4,OFF
24.2,84.1,ON
24.4,56.2,OFF
33.4,64.5,ON
22.8,58.5,OFF
25.6,52.5,OFF
29.8,60,ON
31.2,70.5,ON
20.7,69.2,OFF
17,49.2,OFF
16.9,75.7,ON
26.4,67,OFF
20.2,76.4,ON
29.1,65.2,ON
26,66,OFF
21.4,68.7,OFF
24.2,29.6,OFF
29.1,42,ON
24.9,,OFF
18.5,51,OFF
32.6,60.3,ON
27,89.9,ON
27.1,48.3,OFF
19.1,84.5,ON
27.5,17.3,OFF
19.2,68.6,OFF
28,52.4,OFF
18.8,70.7,ON
26.5,47.5,OFF
,67.5,ON
21.2,31.6,OFF
23,66.4,OFF
21,37.9,OFF
22.2,62.1,ON
19.6,48.1,OFF
28.5,30.6,ON
25.3,83.1,ON
21.9,55.8,OFF
30.3,51,ON
22.4,45.2,OFF
23.2,60.6,OFF
26.9,56.2,OFF
120,54.1,OFF
26.2,38.8,OFF
27.9,75.9,ON
24.4,59.3,OFF
24.7,24.2,OFF
21.5,47.3,OFF
26.7,51.1,OFF
20.3,51,OFF
25.5,65.7,OFF
16.4,55.8,OFF
27.2,80.3,ON
24,35.6,OFF
23.7,62.6,OFF
22.1,64.9,ON
30.6,48.1,ON
29.9,53.6,ON
30.8,29.2,ON
20.7,28.2,OFF
29.3,47.8,ON
23.6,49.5,OFF
25.9,72.9,ON
19.8,58.4,OFF
28.2,30.4,ON
31.4,42.6,ON
30.8,53.5,ON
20,56,OFF
32.4,33.7,ON
,51.8,OFF
-55,61.6,OFF
24.3,62.9,OFF
29.4,45.2,ON
16.4,66.1,OFF
29,63,ON
24.7,58.6,OFF
24.1,48.5,OFF
23.5,47.2,OFF
23.5,51.4,OFF
25.1,57.4,OFF
33.4,78.8,ON
31.3,48.5,ON
22.1,43.8,OFF
16.9,23.9,OFF
22.4,43.6,OFF
24.5,180,OFF
23.2,51.4,OFF
18.2,52.4,OFF
16.8,87.6,ON
30.7,49.2,ON
26.6,82.4,ON
10.6,59.3,OFF
,48,ON
20,50.5,OFF
26.6,59.7,OFF
29,42.5,ON
15.6,86.6,ON
24.4,51.9,OFF
22.4,57.6,OFF
32.5,50.9,ON
30,48.8,ON
24.3,62.4,OFF
18.8,51.8,OFF
31,67.8,ON
20.8,56.3,OFF
27,53.9,OFF
21.3,71.5,ON
15.2,58,OFF
27.8,42.7,OFF
23.1,48.5,OFF
33.8,59.1,ON
26.6,83.4,ON
27.6,74.1,ON
26.8,66.1,OFF
21,38.4,OFF
15.2,81.6,ON
24.9,,ON
34.3,43.9,ON
33.6,39.4,ON
18.8,52.4,OFF
31.8,29.5,ON
25.1,54.3,OFF
20.4,45.5,OFF
13.8,63.9,OFF
27.1,54.4,OFF
24.6,65.2,OFF
29.1,55.5,ON
37.7,50.5,ON
24.7,52.2,OFF
29.9,41.3,ON
26.1,62.1,OFF
21.7,51.4,OFF
24.4,,OFF
30.4,76.1,ON
27.5,42.4,OFF
28.3,71.3,ON
26.3,23.3,OFF
23.5,79.7,ON
21,36.1,OFF
23.2,59.1,OFF
17.8,49.6,OFF
23.6,66,OFF
17,79.7,ON
28.5,57.4,ON
37,35.8,ON
29.6,45.7,ON
27.5,59.8,OFF
23.3,62.7,OFF
25.4,30.7,OFF
16,78.1,ON
22.8,67.6,OFF
24.2,47.6,OFF
22.4,57.2,OFF
27.1,56.1,OFF
24.9,61.8,OFF
26.7,46.1,OFF
33.6,51.2,ON
24.2,46.6,OFF
26.7,57.9,OFF
30.4,77.4,ON
25.7,76.5,ON
27.2,65.1,OFF
23.8,43.9,OFF
26.3,58.5,OFF
27.9,44.8,OFF
29,42.8,ON
23.1,50.9,OFF
20,34.4,OFF
18.2,27.9,OFF
35.1,60.3,ON
23.7,63.4,OFF
27.2,54,OFF
22.1,66.1,OFF
27.8,52,OFF
18.4,53.5,OFF
24,39.3,OFF
21,66.5,OFF
24.9,60.9,OFF
32.2,65.9,ON
15.3,80.8,ON
21.5,53.4,OFF
27.3,20.7,OFF
23.2,59.4,OFF
19.1,26.1,OFF
24.3,45.9,ON
27.2,64.2,ON
23.9,94,ON
32.9,17.8,ON
26.5,48.5,OFF
22.5,38,OFF
25.5,53.3,OFF
120,28.5,OFF
32.1,55.9,ON
24.6,38.2,OFF
27.9,55.6,OFF
36.2,40.9,ON
18.5,56,OFF
27.5,64.3,OFF
24.5,61.8,OFF
23.8,52,OFF
25,36.7,OFF
24.7,54.1,OFF
26.1,61.6,OFF
33.6,66.2,ON
18.1,20.9,OFF
20.3,40.6,OFF
29.2,48.6,ON
29.1,73,ON
32.8,53.3,ON
18.9,67.8,OFF
28.9,85.4,ON
21.8,31.7,OFF
20.9,60.6,OFF
29.1,63,ON
20.6,46,OFF
22.7,50.6,OFF
15.3,68.1,OFF
28.5,77.5,ON
25.8,41.1,OFF
19.8,44.6,OFF
27.1,53.5,OFF
22.6,69,OFF
21.6,63.2,ON
30.7,62.7,ON
28.8,38.9,ON
,49.3,OFF
19.5,45.2,OFF
14.8,47.3,OFF
28.3,38.3,ON
22.7,46.7,OFF
24.6,55.1,OFF
25.1,50.2,OFF
20.8,95,ON
27.6,74.7,ON
22.4,59.3,OFF
25.8,69.9,OFF
29,47.4,ON
15.8,78.9,ON
-55,52.6,ON
22.2,38.5,OFF
22.1,38,OFF
31.1,55,ON
23.7,63.7,OFF
33.3,,ON
32.4,53,ON
30.8,44.3,ON
27.8,42.4,OFF
20.2,53.1,ON
,64.2,OFF
29.3,68.5,ON
17.5,26,OFF
24.9,60.3,OFF
38.5,63.6,ON
16.9,83.1,ON
16.7,68.2,OFF
24.8,48.4,OFF
30.2,77.6,ON
27.3,35.8,OFF
30.5,,ON
33.5,44.9,ON
28.4,24.1,ON
19.3,53.7,OFF
24.5,49.8,OFF
31.1,63.9,ON
27.7,42.7,OFF
27.7,40.5,OFF
24.4,-12,ON
28.6,40.3,ON
28.5,48,ON
19.6,67.9,OFF
29.1,78.7,ON
24,64.9,OFF
31.8,57.1,ON
29.5,52,ON
-55,79.6,ON
30.8,52.7,ON
23.1,38.1,OFF
31.4,44.9,ON
25.8,42.1,ON
28.9,63.2,ON
22,60.4,OFF
27,66.8,OFF
20.8,73.5,ON
24.7,66,OFF
12.6,33.1,OFF
18.9,62.6,OFF
27,63.1,ON
25.6,55.2,OFF
20.8,49.1,OFF
19.3,50.5,OFF
18.7,37,OFF
27.2,60.6,OFF
22.4,63.3,OFF
24.2,60.9,OFF
15.1,41.4,OFF
19.7,55.5,OFF
25.1,66.3,OFF
31.2,43.2,ON
26.5,61.4,OFF
29.2,34.2,ON
29.8,36.9,ON
11.6,62,OFF
26.9,68.2,OFF
31.1,66.6,ON
22.2,36.1,ON
25.9,46.5,OFF
24.6,66.6,OFF
26.8,48.6,OFF
26.9,41,OFF
-55,57.8,OFF
29.5,60,ON
24.7,54.6,OFF
35,44.4,ON
15.7,35.3,OFF
10.4,65.2,OFF
30.6,53.1,ON
27.7,82.7,ON
24.9,63.8,OFF
15.6,61,OFF
25.3,65.2,OFF
24,65.9,OFF
32.2,76.4,ON
20.8,34.3,OFF
18.1,,OFF
21.4,78.8,ON
13.3,49.3,ON
31.6,72.3,ON
28.3,56.7,ON
24.7,64.8,OFF
32.4,22.5,ON
25.3,48.8,OFF
22.4,33,OFF
18.9,67.4,OFF
21.7,67,OFF
30.6,43.4,ON
22,62.3,OFF
23.4,16.8,OFF
18.8,56.4,OFF
23,46.6,OFF
12.9,20.9,OFF
23.3,32.7,OFF
26.8,47.6,OFF
23.5,47,ON
33.6,59.8,ON
32,65.7,ON
16,78.5,ON
15.7,26.3,OFF
29.5,63.4,ON
17,45.3,OFF
30.9,54.8,ON
19.2,42.6,OFF
23.3,81.3,ON
26.7,81.5,ON
16.5,68,OFF
33.8,51,ON
27.1,50.7,OFF
24.1,75.3,ON
28.1,36.1,ON
23,70,OFF
18.6,65,OFF
26.8,50.1,OFF
28.6,58.3,ON
31.6,60,ON
22.2,64.7,OFF
29.7,42.5,ON
27.3,54.2,OFF
24.1,54.1,OFF
21.5,57.9,OFF
26.7,53,OFF
13.6,85.5,ON
27.1,61.8,OFF
24.1,70.3,ON
22.3,50.9,OFF
20.4,34.1,OFF
20.7,39.4,OFF
27.9,31.8,OFF
28.9,66.2,ON
18.8,60.6,OFF
21.3,76.7,ON
23,40.8,OFF
35.1,33.4,ON
19,67.6,OFF
22.9,60.7,OFF
26.4,58.2,OFF
26.8,54.8,OFF
32.9,51.4,ON
31.7,59.7,ON
21.1,50.9,OFF
,48.4,ON
30.8,73.4,ON
29.9,62.6,ON
21.9,48.8,OFF
22.1,59.1,OFF
30.4,46.3,ON
29.1,52.3,ON
-999,61.7,OFF
33,82.1,ON
21.2,49.2,ON
13.3,57.9,OFF
31.1,69,ON
20.7,41.4,OFF
19.1,62.2,OFF
23.8,67.3,OFF
22.2,33.8,OFF
32.5,61.6,ON
22.3,52.4,OFF
25.5,33.9,OFF
25.4,47.1,OFF
21.4,36.9,OFF
26.8,81.2,ON
29.6,72.3,ON
24.5,35.3,OFF
18.9,49.8,OFF
120,46.9,ON
26.4,23.6,OFF
25.4,46.7,OFF
30.2,82.9,ON
17.7,54.8,OFF
27,69.7,OFF
120,53.2,ON
20.1,48.6,OFF
25.6,15,OFF
28.1,39.9,ON
21.8,61.5,OFF
23.7,49.6,OFF
27.5,35.2,OFF
30.9,32.9,ON
25.8,54.7,OFF
23.9,46,OFF
16.8,47.3,OFF
20.9,150,OFF
27.3,61.1,OFF
23.8,56,OFF
32.5,71.4,ON
20.6,44.4,OFF
,47.2,OFF
20.1,72,ON
25.9,75.6,ON
21.8,34.2,OFF
16.4,64.4,OFF
23.8,64.8,OFF
22.9,43.5,OFF
21.6,82.7,ON
26.9,25.5,OFF
17.1,40.4,OFF
22.5,65.6,OFF
27,53.4,OFF
28.2,44.3,ON
24.6,39.2,OFF
30.5,48.6,ON
18.8,83.6,ON
16.1,81.6,ON
24.2,70.9,ON
20.2,44.7,OFF
26.2,43.8,OFF
26.9,61.3,OFF
24.7,29.6,OFF
21.5,45.6,OFF
31.8,46.4,ON
38.3,79.7,ON
18.3,57,ON
17.9,53.7,ON
28.6,26,ON
28.9,69.8,ON
23.1,58.4,OFF
25.1,56.5,OFF
18.8,58.5,OFF
30.4,87.3,ON
27,,OFF
25.5,68.2,OFF
22.6,58.9,OFF
21.8,51.9,ON
26.1,43,OFF
23.5,46,OFF
16.7,50.7,OFF
29.5,49.8,ON
30.4,52.7,ON
17.9,44.9,OFF
14.2,51.5,OFF
31.1,30.4,ON
26.1,46.7,OFF
27.8,37.5,OFF
20.5,58,OFF
26.8,78.9,ON
32.6,42.3,ON
34.1,71.4,ON
120,74.2,ON
24.9,68.3,OFF
